foodId,label,category,foodContentsLabel,image
food_bh8puc9bsjwlnob6zgcbeavt2stn,Couronne Fruit Champagne,Packaged foods,CARBONATED WATER; SUGAR; CITRIC ACID; SODIUM BENZOATE (AS PRESERVATIVE); SODIUM SACCHARINE; NATURAL AND ARTIFICIAL FLAVORS; COLOR.,https://www.edamam.com/food-img/963/9633e24decdc42ed674fdc787623b492.png
food_asqzh3lbahn2m1boa0z41bgsuism,"Cuzcatlan, Cola Champagne",Packaged foods,CARBONATED WATER; SUGAR; AND/OR CORN SWEETENER; ARTIFICIAL FLAVOR AND COLOR (INCLUDES FD&C YELLOW #6); TARTRAZINE; CITRIC ACID; PRESERVED WITH SODIUM BENZOATE.,
food_b015tfvbcen9eyb1an579apjxee9,"Sugarfina, Champagne Bubbles",Packaged foods,SUGAR; CORN SYRUP; CORN STARCH; KOSHER GELATIN; CONTAINS 2% OR LESS OF THE FOLLOWING: CITRUS PECTIN; SODIUM CITRATE; CITRIC ACID; TARTARIC ACID; NATURAL AND ARTIFICIAL FLAVORS; COLOR ADDED.,
food_ac5e5wqax3nrllbhdqkhha1t11ux,Reims Champagne Vinegar,Packaged foods,WINE VINEGAR,
food_a018jypanp7afrair5k6lbhipum3,"Champagne Truffle & Strawberry Truffle Chocolates, Champagne Truffle & Strawberry Truffle",Packaged foods,MILK CHOCOLATE (SUGAR; WHOLE MILK; COCOA BUTTER; CHOCOLATE; SOY LECITHIN (EMULSIFIER); VANILLIN (ARTIFICIAL FLAVOR)}; PASTEL COATING {SUGAR; PALM KERNEL OIL; NONFAT DRY MILK WHOLE MILK POWDER; HYDROGENATED PALM OIL; SOY LECITHIN (EMULSIFIER); VANILLIN (ARTIFICIAL FLAVOR); SALT); INVERT SUGAR; SORBITOL; NATURAL CHAMPAGNE FLAVOR; NATURAL STRAWBERRY FLAVOR; SALT; TARTARIC ACID; CITRIC ACID; FD&C COLOR (RED 40) AND SODIUM BENZOATE (PRESERVATIVE).,
food_b1is32lbc3ha81ahka6kfbj0umx2,Grande Champagne Wine Vinegar,Packaged foods,GRANDE CHAMPAGNE WINE VINEGAR.,
food_br8kttlae8gulgb4q19u2bxk7zsq,"Salad Bar, Champagne Vinaigrette",Fast foods,,
food_bhge2qca0h3rfvbnxn14sa9ols37,Champagne Punch With Raspberry and Orange Liqueur,Generic meals,sugar; ground ginger; champagne; grape juice; raspberry liqueur; orange; raspberries; fresh ginger,
food_atiqtraahw7yulamkttyyaguv817,"o, Champagne Vinegar, Pomegranate",Packaged foods,CHAMPAGNE WINE VINEGAR; POMEGRANATES ACIDITY 6%; CONTAINS NATURALLY OCCURRING SULFITES,https://www.edamam.com/food-img/21f/21f3831f2b3883ebecd178aba26a49d7.jpg
food_byv9q2wa3h1vo9bf53x1nb6lxb89,"Strawberry Champagne Spread, Strawberry",Packaged foods,STRAWBERRIES; PURE CANE SUGAR; WATER; CALIFORNIA CHAMPAGNE; CITRIC ACID; PECTIN,
food_aiz12aibofk013bjmh3q5ai3y6p5,Raspberry Peach Champagne Jam,Packaged foods,FRUIT (RASPBERRIES; PEACHES); PURE CANE SUGAR; FRUIT PECTIN; CHAMPAGNE; LEMON JUICE; CITRIC ACID; SPICES,https://www.edamam.com/food-img/b2d/b2d51560c3623efd824b8489535e4b1d.jpg
food_bo020rfbzw4fvmbnvh9moazgfkfb,Marinated Shrimp With Champagne Beurre Blanc,Generic meals,dry sparkling wine; shallots; Champagne vinegar; black peppercorns; extra-virgin olive oil; shrimp; chives; fresh tarragon; parsley; vegetable oil; unsalted butter,
food_bs14cbdb16tqtob6ml05tad694oz,"Strawberry Preserve With Champagne, Strawberry",Packaged foods,SUGAR; STRAWBERRIES; CHAMPAGNE (0.7%); GELLING AGENT: FRUIT PECTIN; MARC DE CHAMPAGNE (0.3%) ACIDITY REGULATOR: CITRIC ACID,
food_ak1a2cpblmthbgazhvs6ua1ai8c6,"Seattle, Sorbet, Champagne Orange",Packaged foods,ORGANIC JUICE; WATER; SUGAR; CORN SYRUP; CHAMPAGNE; LEMON JUICE; ORGANGE PUREE; NATURAL GUMS; PECTIN; NATURAL FLAVOR; (LESS THAN 1% ALCOHOL).,
food_bi0ynd2bfbd2i5a3435fmbo8f8mz,Orange Muscat Champagne Vinegar,Packaged foods,CHAMPAGNE VINEGAR; ORANGE JUICE CONCENTRATE; SUGAR; WATER; MUSCAT GRAPE JUICE CONCENTRATE.,
food_av6dbibaw7n3n8a5j3uvybur0gbj,White Peach Champagne Sorbet,Packaged foods,WATER; SUGAR; WHITE PEACH PUREE; CHAMPAGNE; CHARDONNAY; YELLOW PEACH PUREE; CORN SYRUP; DEXTROSE; WHITE PEACH FLAVOR; WATER; ETHYL ALCOHOL; SUGAR; LEMON JUICE; CITRIC ACID; TARTARIC ACID; MALIC ACID; PECTIN; GUAR GUM; XANTHAN GUM.,
food_amoneuzah2kvuvauujvjjahd2dwe,"Cocktail Lollipops, Champagne & Strawberry",Packaged foods,CANE SUGAR; TAPIOCA SYRUP; NATURAL CHAMPAGNE FLAVOR; FREEZE DRIED STRAWBERRIES; CANOLA OIL; SOY LECITHIN.,
food_bmsnel8a1sh88qbsygipna8id9zq,"Victoria Amory, Champagne Ketchup",Packaged foods,WATER; TOMATO PASTE; BROWN SUGAR; CHAMPAGNE VINEGAR WHITE DISTILLED VINEGAR. EXTRA VIRGIN OLIVE OIL; SALT; SPICE CHIPS; POWDER; CITRIC ACID.,
food_ax9jlq9a60bhewb7q4tulbj6d496,"Sugarfina, Champagne Bears Candy",Packaged foods,GLUCOSE SYRUP; SUGAR; DORN PERIGNON CHAMPAGNE; GELATIN; CITRIC ACID; LACTIC ACID; NATURAL FLAVORING; NATURAL COLORS (BLACK CURRANT; CARROT); VEGETABLE OILS (PALM KERNEL OIL; COCONUT OIL); BEESWAX; CARNAUBA WAX,
food_b0kbxfeamz0wwjagcfxawao9z3xn,"Dg Genuine, Jamaican Flavored Soda, Kola Champagne, Kola Champagne",Packaged foods,TRIPLE FILTERED CARBONATED WATER; HIGH FRUCTOSE CORN SYRUP; NATURAL AND ARTIFICIAL FLAVORS; CITRIC ACID; SODIUM BENZOATE (A PRESERVATIVE); AND ARTIFICIAL COLOR (FD&C YELLOW #6).,https://www.edamam.com/food-img/220/220d79243fa2812fa577f004cdc3a2ce.jpg
food_bd3h2c9bk7c6p2bieb5a7b2czhxb,"Strawberry Champagne Flavored Creme Filled Mini Cakes, Strawberry Champagne",Packaged foods,SUGAR; WATER; PALM OIL; BLEACHED ENRICHED WHEAT FLOUR [(FLOUR; NIACIN; FERROUS SULFATE OR REDUCED IRON; THIAMIN MONONITRATE; RIBOFLAVIN; FOLIC ACID); MALTED BARLEY FLOUR]; NONFAT DRY MILK; CORN SYRUP; SHORTENING (PALM OIL; MONO- AND DIGLYCERIDES; POLYSORBATE 60); STRAWBERRY PUREE; SPRINKLES (SUGAR; PALM OIL; CORN STARCH; VEGETABLE JUICE COLOR); CONTAINS 2% OR LESS: GLYCERIN; MODIFIED CORN STARCH; DRIED EGG; SPIRULINA (COLOR); EGG WHITES; CORN STARCH; SALT; DEXTROSE; MONO AND DIGLYCERIDES; POLYSORBATE 60; SODIUM STEAROYL LACTYLATE; SODIUM ACID PYROPHOSPHATE; BAKING SODA; SORBIC ACID AND POTASSIUM SORBATE (TO RETAIN FRESHNESS); WHEY; SOY FLOUR; SOY LECITHIN; CARBOXYMETHYLCELLULOSE; NATURAL FLAVOR; GUAR GUM; CALCIUM CASEINATE; SODIUM CASEINATE; SOY PROTEIN ISOLATE; XANTHAN GUM; MONOCALCIUM PHOSPHATE; ENZYMES; SOYBEAN OIL; CARMINE (COLOR); MALTODEXTRIN; GUM ARABIC; AGAR; TRIGLYCERIDES; SODIUM ASCORBATE; BETA CAROTENE (COLOR); TOCOPHEROLS.,
food_bv0nxmwapsuaasba28ex2airahab,Pan-Seared Scallops With Champagne Grapes and Almonds,Generic meals,shallots; unsalted butter; Champagne grapes; sea scallops; parsley; lemon juice; almonds,
food_a38p8xfbob5u8ka7n1wzhbq3d83g,Kale Strawberry Blueberry Salad With Champagne Vinaigrette,Generic meals,Champagne Vinegar; Extra Virgin Olive Oil; Honey; Salt; Pepper; Kale; Strawberries; Blueberries; Feta Cheese; Pumpkin Seeds,
food_a90gdp4amdzbf1bz8h8yla5fiy47,Key Food Champagne Cola,Packaged foods,TRIPLE FILTERED CARBONATED WATER; HIGH FRUCTOSE CORN SYRUP; NATURAL AND ARTIFICIAL FLAVORS; CITRIC ACID; FD&C YELLOW #6; SODIUM BENZOATE (A PRESERVATIVE); SUCRALOSE.,https://www.edamam.com/food-img/077/077d02bb883b33eab93a5ef2a86c42fc.png
food_btys03sb33wegtadid447bne3pe5,White Rose Champagne Kola,Packaged foods,CARBONATED WATER; HIGH FRUCTOSE CORN SYRUP; ARTIFICIAL FLAVOR; CARAMEL COLOR; CITRIC ACID AND SODIUM BENJOATE(A PRESERVATIVE).,https://www.edamam.com/food-img/77e/77ed34662c16266bcaed39a17732c2bb.png
food_a2yp1p2aq2cd9ha14zviia0lflzf,Dg Genuine Kola Champagne,Packaged foods,TRIPLE FILTERED CARBONATED WATER; HIGH FRUCTOSE CORN SYRUP; NATURAL AND ARTIFICIAL FLAVORS; CITRIC ACID; SODIUM BENZOATE (A PRESERVATIVE); AND ARTIFICIAL COLOR (FD&C YELLOW #6).,https://www.edamam.com/food-img/963/9633e24decdc42ed674fdc787623b492.png
food_amgi1b5bg54i6bb47j6auaig0tim,Cola Lacaye Fruit Champagne,Packaged foods,CONTAINS CARBONATED WATER; HIGH FRUCTOSE CORN SYRUP; CITRIC SYRUP; CITRIC ACID; ARTIFICIAL FLAVOR; SODIUM BENZOATE (A PRESERVATIVE); FD&C YELLOW $5; AND FD&C YELLOW #6.,https://www.edamam.com/food-img/da3/da331bef5c155f473da89e4266e89c93.png
food_a9w7e90a06wnxfbm9rjf7au685du,Milk Chocolate Champagne Bottle,Packaged foods,MILK CHOCOLATE (SUGAR; COCOA BUTTER; CHOCOLATE LIQUOR; WHOLE MILK POWDER; SOY LECITHIN [EMULSIFIER]; VANILLA EXTRACT).,
food_bj1k3t3bzbh4wibiv279oa755swk,Sweet Champagne Mix Candy,Packaged foods,SUGAR; CORN SYRUP; CORN STARCH; NATURAL AND ARTIFICIAL FLAVOR; NATURAL PEPPERMINT OIL; NATURAL SPEARMINT OIL; SALT; TITANIUM DIOXIDE (FOR COLOR); ARTIFICIAL COLORS (RED 40; YELLOW 5; YELLOW 6; BLUE 1 AND RED 3).,https://www.edamam.com/food-img/861/861f6de38a8acab8d1d4727c6703427b.png
food_ap7tng5bmlryzrbsme8l3bk3ak15,"Soda, Jamaican Kola Champagne",Packaged foods,TRIPLE FILTERED CARBONATED WATER; HIGH FRUCTOSE CORN SYRUP; NATURAL AND ARTIFICIAL FLAVORS; CITRIC ACID; SODIUM BENZOATE (A PRESERVATIVE) AND ARTIFICIAL COLOR (FD&C YELLOW #6),
food_ai9zrkubvxg92db8e0u5yb6iqn17,Sparkling Cola Champagne Soda,Packaged foods,CONTAIMS: CARBONATED WATER (WATER; CARBON DIOXIDE); HIGH FRUCTOSE CORN SYRUP; ARTIFICIAL FLAVOR; CARAMEL COLOR; CITRIC ACID AND SODIUM BEX-ZOATE (PRESERVATIVE).,https://www.edamam.com/food-img/94d/94d996dca60c9b69c4a7a7758b1cac1f.jpg
food_bv0x7oabe5239vbc2hgdfaj33xi9,MacKays Scottish Strawberry Preserve With Champagne,Packaged foods,SUGAR; STRAWBERRIES; CHAMPAGNE (WITH MARC DE CHAMPAGNE); GELLING AGENT: FRUIT PECTIN; ACIDITY REGULATOR: CITRIC ACID,https://www.edamam.com/food-img/39c/39ccec3909c0bbb6b0b5398a3f172f25.png
food_bjhcydsbrkysdwbc917guaj5xm7s,Jamacian Choice Kola Champagne,Packaged foods,CARBONATED WATER; SUGAR AND/OR CORN SWEETENERS; ARTIFICIAL FLAVOR; ARTIFICIAL COLOR (INCLUDING FD&C YELLOW NO. 6); CITRIC ACID; SODIUM BENZOATE (PRESERVES PRODUCT FRESHNESS).,https://www.edamam.com/food-img/9fd/9fd4b9c84103c161f384c83fa5a957d1.jpg
food_bjnc0r9beoghm8bqm9ptpa0lf3wv,Tropical Fantasy Fruit Champagne,Packaged foods,TRIPLE FILTERED CARBONATED WATER; HIGH FRUCTOSE CORN SYRUP; NATURAL AND ARTIFICIAL FLAVORS; CITRIC ACID; SODIUM BENZOATE (A PRESERVATIVE); AND ARTIFICIAL COLOR (FD&C YELLOW #6).,https://www.edamam.com/food-img/565/565a5e598058fbd2e204856095352ee5.png
food_bo8vxu3b1axqfdbx8cldcby9lat7,"Big Win, Champagne Mix",Packaged foods,SUGAR; CORN SYRUP; CORN STARCH; NATURAL AND ARTIFICIAL FLAVOR; NATURAL PEPPERMINT OIL; NATURAL SPEARMINT OIL; SALT; TITANIUM DIOXIDE (FOR COLOR); ARTIFICIAL COLORS (RED 40; YELLOW 5; YELLOW 6; BLUE 1 AND RED 3).,
food_bmul8bya5s5rbtb27230qa4bikqx,"Sparkling Soda, Cola Champagne",Packaged foods,CARBONATED WATER; HIGH FRUCTOSE CORN SYRUP; CARAMEL COLOR; ARTIFICIAL FLAVOR; CITRIC ACID; SODIUM BENZOATE (AS PRESERVATIVE).,https://www.edamam.com/food-img/c06/c0675993322964f032327ef7511818ba.jpg
food_aw6undwa3ixg02b20iomfavd6m3k,"Woeber's, Reserve Champagne Dill Mustard",Packaged foods,WATER; MUSTARD SEED; DISTILLED VINEGAR; SALT; WHITE WINE; CHAMPAGNE; DILL; CITRIC ACID; TARTARIC ACID AND SPICES.,https://www.edamam.com/food-img/411/41125bcacd4ca3c06878a52c393426c3.jpg
food_b2eeqlzbyvb6otb8c4jhcaffrblt,"Weis, Gourmet Champagne Dill Mustard",Packaged foods,WATER; MUSTARD SEED; DISTILLED VINEGAR; SALT; WHITE WINE; CHAMPAGNE; DILL WEED; CITRIC ACID; TARTARIC ACID; AND SPICES.,https://www.edamam.com/food-img/713/71315273bd2de8011aee9f9088b1e708.jpg
food_b2zaidkb7toqukbag0433a2ceuc8,Yorkshire Wensleydale With Orange & Champagne Truckle,Packaged foods,Yorkshire Wensleydale Cheese (Milk);  Candied Orange Peel 10% (Orange Peel;  Glucose-Fructose Syrup;  Sugar;  Acidity Regulator: Citric Acid);  Fructose;  Champagne Blend 3% (Champagne;  Marc de Champagne;  Preservative; Sulphur Dioxide);  Mandarin Concentrate;  Preservative; Potassium Sorbate,https://www.edamam.com/food-img/21c/21cf4b378cd47c486a6c4350b411f8a0.jpg
food_aqy5evcawp0y2zbes6p7aavuerk2,"Marzetti Vinaigrette Champagne, 12.0 Oz",Packaged foods,Filtered Water; Canola Oil; Champagne And White Wine Vinegars; Sugar; Extra Virgin Olive Oil; Sea Salt; Natural Flavor; Garlic; Dehydrated; Xanthan Gum; Bell Pepper; Dehydrated; Spices; Gluten Free,
food_awqm0g5bqzd3n4ah6wsz4axf9w6b,The House of Preserves Strawberry & Champagne Preserves,Packaged foods,Sugar; Strawberries; Champagne; 3%; Gelling Agent; Pectin; Acidifier; Citric Acid,https://www.edamam.com/food-img/739/73956dc59225e72703117111154f2e8c.png
food_a25mizgb1csyudbxpmt8lbnhmc5r,"Cherchies Mustard Champagne, 8.0 Oz",Packaged foods,Sugar; Vinegars; White And Champagne; Eggs; Mustard Flour; And Less Than 1% Xanthan Gum And Citric Acid; Allergens; Manufactured In A Facility That Processes Wheat; Soy; Dairy; Eggs; Peanuts And Tree Nuts,https://www.edamam.com/food-img/3b6/3b6bfd18ffed7180db562bfece958f39.jpg
food_bfp4wdobfowqktadp8x50bmtrpc7,Olde Cape Cod Champagne Vinaigrette,Packaged foods,WATER; CANOLA OIL; DISTILLED VINEGAR; CHAMPAGNE VINEGAR; WHITE WINE; SUGAR; SALT; SPICES; DRIED YEAST(YEAST EXTRACT; SALT; DEXTROSE); WORCESTERSHIRE SAUCE(DISTILLED VINEGAR; WATER; MOLASSES; SUGAR; SALT; CARMEL COLOR; GARLIC POWDER; TAMARIND; SPICES); XANTHAN GUM; GUAR GUM; GUM ARABIC; NATURAL FLAVOR; MIXED TOCOPHEROLS(VITAMIN E); AND CARAMEL COLOR.,https://www.edamam.com/food-img/35a/35aa5043d51c2ca7f96f9d434d15650d.png
food_arus6aybykcjmxaufewora5ku981,California Champagne Caesar Salad Kit,Packaged foods,ROMAINE LETTUCE; CALIFORNIA CHAMPAGNE CAESAR VINAIGRETTE (CANOLA AND OLIVE OIL BLEND [CANOLA OIL; EXTRA VIRGIN OLIVE OIL]; CALIFORNIA CITRUS CHAMPAGNE VINEGAR [WATER; CHAMPAGNE VINEGAR; NATURAL LEMON FLAVOR]; ANCHOVY PASTE (ANCHOVIES; SALT; OLIVE OIL; ACETIC ACID); WHOLE EGGS; LEMON JUICE; BLACK PEPPER; GARLIC; SEA SALT; MUSTARD BRAN); MULTIGRAIN CROUTONS (ENRICHED WHEAT FLOUR [ENRICHED WITH NIACIN; REDUCED IRON; THIAMINE MONONITRATE; RIBOFLAVIN; FOLIC ACID]; SUNFLOWER OIL; WHOLE GRAIN FLOUR BLEND [AMARANTH; QUINOA; MILLET; SORGHUM; TEFF]; WHOLE WHEAT FLOUR; SUGAR; YEAST; MALTODEXTRIN; SALT; GARLIC POWDER; DEHYDRATED GARLIC; BLACK PEPPER; ONION POWDER; NATURAL FLAVOR; DEHYDRATED PARSLEY); PARMESAN CHEESE (PARMESAN CHEESE [MILK; CHEESE CULTURE; SALT; ENZYMES]; POWDERED CELLULOSE [TO PREVENT CAKING]).,
food_bcwi9kqbfcyhp3b5gjjqla8yq8xk,"Prestat, Marc de Champagne Truffles",Packaged foods,SUGAR; CHOCOLATE LIQUOR; CREAM (MILK); COCOA BUTTER; GLUCOSE SYRUP; BUTTER (MILK); MARC DE CHAMPAGNE (FLAVOR); CREAM POWDER (MILK); SORBITOL (HUMECTANT); SKIM MILK POWDER; COCOA POWER; SOY LECITHIN; VANILLA FLAVORING; PRESERVATIVES (CITRIC ACID; SORBIC ACID).,
food_aakprnxa0akzfwadv78xza7r8mhm,Ahold Dressing Strawberry Champagne Vinigrette,Packaged foods,Water; Canola Oil; Champagne Vinegar; Strawberry Puree; Cane Sugar; Extra Virgin Olive Oil; Sea Salt; Lemon Juice Concentrate; Onion Powder; Garlic Powder; Natural And Artificial Strawberry Flavor; Fruit And Vegetable Juices; For Color; Xanthan Gum,https://www.edamam.com/food-img/119/1197463beb16724a2bf34e2da26ee066.png
food_adwuyg8b4ury8oadwpappamqilbi,Private Selection Honey Champagne Mustard,Packaged foods,WATER; HONEY; WHITE DISTILLED VINEGAR; MUSTARD SEED; WHITE WINE(CONTAINS SULFITES); SUGAR; ENRICHED WHEAT FLOUR(THIAMINE MONONITRATE; RIBOFLAVIN; NIACIN; REDUCED IRON; FOLIC ACID); MUSTARD FLOUR; SALT; LEMON JUICE(FROM CONCENTRATE); GARLIC; CHAMPAGNE(CONTAINS SULFITES); XANTHAN GUM; CITIRC ACID; SPICES.,https://www.edamam.com/food-img/c90/c9058a8f1507193d5dcd3dc98b3e559a.png
food_abbr29lbrefk6ba88gy9wbcq2wm1,"Genuine Jamaican Champagne Kola, Jamaican",Packaged foods,TRIPLE FILTERED CARBONATED; WATER; HIGH FRUCTOSE CORN SYRUP; NATURAL AND ARTIFICIAL FLAVORS; CITRIC ACID; SODIUM BENZOATE (A PRESERVATIVE); AND ARTIFICIAL COLOR (FD&C YELLOW #6).,https://www.edamam.com/food-img/487/4874dab6e323402080fc3f6ee7127985.jpg
food_asi0h1qbwroxo3a67hhkobv8xe68,"Ambassador, Colombian Style Champagne Cola",Packaged foods,PURIFIED CARBONATED WATER; SUGAR; FRUCTOSE; NATURAL AND ARTIFICIAL FLAVORS; ARTIFICIALLY COLORED (CONTAINS F.D.&C. YELLOW #5) CITRIC ACID AND LESS THAN 1/10 OF 1% SODIUM BENZOATE AS A PRESERVATIVE.,
food_beagrmab9an1vaa5ii7n4bkvtjdl,"Good-o, Kola Champagne Soda",Packaged foods,CARBONATED WATER; HIGH FRUCTOSE CORN SYRUP; NATURAL AND ARTIFICIAL FLAVORS; CARAMEL COLOR; CITRIC ACID AND SODIUM BENZOATE (PRESERVATIVE).,https://www.edamam.com/food-img/b2c/b2c27dbb9f25d6bd116fd95b34d59249.jpg
food_a6rmm0ma7n7hytareujfqaei8sj8,Key Ingredient Champagne Cheddar Dip,Packaged foods,Skim Milk; Water; Cheddar Cheese; Cultured Milk; Salt; Enzymes; Partially Hydrogenated Soybean Oil; Modified Food Starch; Salt; Sodium Phosphate; Lactic Acid; Mono & Diglycerides; Annatto And Oleoresin Paprika Color; Spices,https://www.edamam.com/food-img/9e9/9e980ffb39c8dc5d8913fa812f696868.jpg
food_amsjhrsa3exg1aap7ez0ybxzvh39,MacKays Natural Fruit Orange Marmalade With Champagne,Packaged foods,SUGAR; THIN CUT SWEET ORANGES; LEMON JUICE (FROM CONCENTRATE); CHAMPAGNE (WITH MARC DE CHAMPAGNE); GELLING AGENT: FRUIT PECTIN; ACIDITY REGULATOR: CITRIC ACID.,https://www.edamam.com/food-img/a94/a9441a74506d4b1076dbff85483195fe.png
food_a9quwqoaltt1ugb4l17iwbjgv4mv,"Yancey's Fancy Champagne, Aged Cheddar Cheese",Packaged foods,AGED CHEDDAR CHEESE (MILK; CULTURES; SALT; ENZYMES); CHAMPAGNE; TRISODIUM CITRATE; CHAMPAGNE FLAVOR.,https://www.edamam.com/food-img/963/9633e24decdc42ed674fdc787623b492.png
food_byk3dnkbq4lgryavmh6hsb10h28h,"Robert's Reserve, Champagne Grapefruit Cardamom Mustard",Packaged foods,CHAMPAGNE GARLIC HONEY MUSTARD (SUGAR; MUSTARD SEEDS; VINEGAR; WATER; HONEY; GARLIC; SALT; RASPBERRIES; SPICES; TURMERIC; CHAMPAGNE); WATER; SUGAR; GRAPEFRUIT PUREE (GRAPEFRUIT JUICE AND/OR GRAPEFRUIT CONCENTRATE; CITRUS PULP CELLS; GRAPEFRUIT OIL); GINGER; CORN SYRUP; CORNSTARCH; HORSERADISH; WHITE VINEGAR; MUSTARD FLOUR; SEA SALT; MUSTARD OIL; CARDAMOM; WASABI POWDER.,https://www.edamam.com/food-img/409/40951a86a908c955c5090c01780bf398.jpg
food_bkgbsombpvhrz5a6dq9t8azmewul,Shop Rite Champagne Kola Soda,Packaged foods,CARBONATED WATER; HIGH FRUCTOSE CORN SYRUP AND/OR SUGAR; CARAMEL COLOR; CITRIC ACID; SODIUM BENZOATE (PRESERVATIVE); AND ARTIFICIAL FLAVOR.,https://www.edamam.com/food-img/b12/b127b8227ade0765049a3385faee15de.jpg
food_blxggd5a092vn2btu5osebpkxwbv,"Good o Soda, Kola Champagne",Packaged foods,CARBONATED WATER; SUGAR AND/OR HIGH FRUCTOSE CORN SYRUP; NATURAL AND ARTIFICIAL FLAVORS; CARAMEL COLOR; CITRIC ACID; SODIU BENZOATE (PRESERVATIVE).,https://www.edamam.com/food-img/850/850f1a5eb13532f9d59a77c9425ff060.png
food_a61z43ga1bfpk5bey2sl5bu0ajxz,"Old Tyme Soda, Cola Champagne",Packaged foods,FILTERED CARBONATED WATER; HIGH FRUCTOSE CORN SYRUP; NATURAL & ARTIFICIAL FLAVORS; CITRIC ACID; SODIUM BENZOATE (PRESERVATIVE); CAFFEINE AND YELLOW #6.,https://www.edamam.com/food-img/963/9633e24decdc42ed674fdc787623b492.png
food_by2lt40apv5mtsauaq03ebcybsh5,Dg Genuine Jamaican Kola Champagne,Packaged foods,INGREDIENTS: TRIPLE FILTERED CARBONATED WATER; HIGH FRUCTOSE CORN SYRUP; NATURAL AND ARTIFICIAL FLAVORS; CITRIC ACID; SODIUM BENZOATE(A PRESERVATIVE); AND ARTIFICIAL COLOR(FD&C YELLOW #6).,https://www.edamam.com/food-img/469/469c138f0729d44047c3424a3dda4a68.png
food_aq1yyb3abpwptrbqv3vy5bgl4vtu,"Jelly Belly, Jelly Beans, Champagne",Packaged foods,SUGAR; CORN SYRUP; MODIFIED FOOD STARCH; CONTAINS 2% OR LESS OF THE FOLLOWING: NATURAL & ARTIFICIAL FLAVORS; COLOR ADDED; CONFECTIONER'S GLAZE; BEESWAX; CARNAUBA WAX.,
food_aghl2j3au941dbbyednr2bg5w7ci,"Goya, Clasico Refresco Cola Champagne",Packaged foods,CARBONATED WATER; INVERTED CANE SUGAR; ARTIFICIAL FLAVOR; CITRIC ACID; YELLOW #5; YELLOW #6.,
food_bkaajt5b3igf0wajulnyib46he2i,Rite Aid Pantry Champagne Mix,Packaged foods,Corn Syrup; Sucrose; Natural And Artificial Flavor; Natural Peppermint Oil; Natural Spearmint Oil; Salt; Artificial Colors; Red 40; Yellow 5; Yellow 6; Blue 1,
food_bikiylza3jblrjbj98hnkafed3qf,Nancy's  Gourmet Appetizers  Champagne Collection,Packaged foods,Bread; Enriched Wheat Flour; Wheat Flour; Malted Barley Flour; Niacin; Reduced Iron; Thiamine Mononitrate; Riboflavin; Folic Acid; Water; Invert Sugar; Canola Oil; Whey; Yeast; Wheat Fiber Isolate; Baking Powder; Salt; Spice; Parsley; Calcium Propionate; To Retard Spoilage; Filling; Cream Cheese And Acidified Cream Cheese; Milk; Cream; Cheese Culture; Salt; May Contain Carob Bean Gum; Milk Protein; Casein; Whey Protein; Natural Lactic Acid And Flavor; And Guar Gum; Genoa Salami; Pork; Beef; Salt; Dextrose; Spices; Wine; Lactic Acid Starter Culture; Sodium Ascorbate; Flavoring; Sodium Nitrite; Bha And Bht; To Retard Spoilage; Citric Acid; Potassium Sorbate; Water; Monterey Jack Cheese; Pasteurized Milk; Cheese Cultures; Salt; Enzymes; Annatto; Provolone Cheese; Pasteurized Milk; Cheese Cultures; Salt; Enzymes; Natural Smoked Flavor; Roasted Tomatoes; Tomatoes; Spices; Salt; Canola Oil; Tomato; Red Peppers; Mayonnaise; Soybean Oil; Egg Yolks; Vinegar; Salt; Corn Syrup; Sugar; Water; Spice; Calcium Disodium Edta; To Preserve Freshness; Concentrated Lemon Juice; Spinach; Spices; Sugar; Salt; Food Starch - Modified; Roasted Garlic; Xanthan Gum,
